qid,P13,Len,#
,'625',NLSOFT,initial csv import 2021-12-17
,'626',NLTK,initial csv import 2021-12-17
,'627',NODE,initial csv import 2021-12-17
,'628',NODEI,initial csv import 2021-12-17
,'629',NODES,initial csv import 2021-12-17
,'630',Normaliz,initial csv import 2021-12-17
,'631',NP,initial csv import 2021-12-17
,'632',NPDA,initial csv import 2021-12-17
,'633',NPspinor,initial csv import 2021-12-17
,'634',NPTOOLS,initial csv import 2021-12-17
,'635',NSFLEX90,initial csv import 2021-12-17
,'636',NSPCG,initial csv import 2021-12-17
,'637',NTGsim,initial csv import 2021-12-17
,'638',NTL,initial csv import 2021-12-17
,'639',NUMATH,initial csv import 2021-12-17
,'640',numericalsgps,initial csv import 2021-12-17
,'641',NUMPAS,initial csv import 2021-12-17
,'642',NumXL,initial csv import 2021-12-17
,'643',NuSMV 2,initial csv import 2021-12-17
,'644',OASIS,initial csv import 2021-12-17
,'645',ObjectCheck,initial csv import 2021-12-17
,'646',Octave,initial csv import 2021-12-17
,'647',ODESSA,initial csv import 2021-12-17
,'648',ODPEVP,initial csv import 2021-12-17
,'649',ODRPACK,initial csv import 2021-12-17
,'651',Ontograte,initial csv import 2021-12-17
,'652',ooMILP,initial csv import 2021-12-17
,'653',OpenFst,initial csv import 2021-12-17
,'654',OPTAC,initial csv import 2021-12-17
,'655',OptAn,initial csv import 2021-12-17
,'656',OptSAT,initial csv import 2021-12-17
,'657',ORTHOFRAME,initial csv import 2021-12-17
,'658',OrthogonalPolynomials,initial csv import 2021-12-17
,'659',ORTHPOL,initial csv import 2021-12-17
,'660',ORTOCARTAN,initial csv import 2021-12-17
,'661',OSIPE,initial csv import 2021-12-17
,'662',OSTA,initial csv import 2021-12-17
,'663',Ott,initial csv import 2021-12-17
,'664',OxMetrics,initial csv import 2021-12-17
,'665',P2MESH,initial csv import 2021-12-17
,'666',Packlib2,initial csv import 2021-12-17
,'667',PADRE2,initial csv import 2021-12-17
,'668',Padua2DM,initial csv import 2021-12-17
,'669',PAG,initial csv import 2021-12-17
,'670',PAGP,initial csv import 2021-12-17
,'671',Paje,initial csv import 2021-12-17
,'672',PALP,initial csv import 2021-12-17
,'673',PANACEA,initial csv import 2021-12-17
,'674',PARADEIS,initial csv import 2021-12-17
,'675',ParadisEO-MOEO,initial csv import 2021-12-17
,'676',ParallAX,initial csv import 2021-12-17
,'677',PARAMESH,initial csv import 2021-12-17
,'678',Paramils,initial csv import 2021-12-17
,'679',PARDISO,initial csv import 2021-12-17
,'680',PARI/GP,initial csv import 2021-12-17
,'681',PariTOP,initial csv import 2021-12-17
,'682',ParLeda,initial csv import 2021-12-17
,'683',pARMS,initial csv import 2021-12-17
,'684',Parsol,initial csv import 2021-12-17
,'685',PaStiX,initial csv import 2021-12-17
,'686',PASVA 4,initial csv import 2021-12-17
,'687',pCAMAL,initial csv import 2021-12-17
,'688',PCOMP,initial csv import 2021-12-17
,'689',Pcp2Nurb,initial csv import 2021-12-17
,'690',PDECOL,initial csv import 2021-12-17
,'691',PDEFIT,initial csv import 2021-12-17
,'692',PDE.Mart,initial csv import 2021-12-17
,'693',PDEPtest,initial csv import 2021-12-17
,'694',PDETool,initial csv import 2021-12-17
,'695',PDEX1M,initial csv import 2021-12-17
,'696',PDFIND,initial csv import 2021-12-17
,'697',PEGASE,initial csv import 2021-12-17
,'698',PELLPACK,initial csv import 2021-12-17
,'699',PENT,initial csv import 2021-12-17
,'700',PEPSY-QNS,initial csv import 2021-12-17
,'701',PERM,initial csv import 2021-12-17
,'702',PERSYS,initial csv import 2021-12-17
,'703',PERUSE,initial csv import 2021-12-17
,'704',PGB,initial csv import 2021-12-17
,'705',PHCpack,initial csv import 2021-12-17
,'706',PICA,initial csv import 2021-12-17
,'707',SETHEO,initial csv import 2021-12-17
,'708',PINEAPL,initial csv import 2021-12-17
,'709',PIRE,initial csv import 2021-12-17
,'710',PIT,initial csv import 2021-12-17
,'711',PlaNet,initial csv import 2021-12-17
,'712',PLASMAKIN,initial csv import 2021-12-17
,'713',Plemwanal,initial csv import 2021-12-17
,'714',PLIF,initial csv import 2021-12-17
,'715',PLOD,initial csv import 2021-12-17
,'716',PLS,initial csv import 2021-12-17
,'717',PLTMG,initial csv import 2021-12-17
,'718',PLUMP,initial csv import 2021-12-17
,'719',Plural,initial csv import 2021-12-17
,'720',PMESC,initial csv import 2021-12-17
,'721',POKMAT,initial csv import 2021-12-17
,'722',POLE,initial csv import 2021-12-17
,'723',PolyBoRi,initial csv import 2021-12-17
,'724',polymake,initial csv import 2021-12-17
,'725',POMULT,initial csv import 2021-12-17
,'726',POREM,initial csv import 2021-12-17
,'727',POWEV,initial csv import 2021-12-17
,'728',PPM,initial csv import 2021-12-17
,'729',PREDAL,initial csv import 2021-12-17
,'730',PreSSAPro,initial csv import 2021-12-17
,'731',primdec.lib,initial csv import 2021-12-17
,'732',PROCRUSTES,initial csv import 2021-12-17
,'733',PROFIL/BIAS,initial csv import 2021-12-17
,'734',Projective Noether,initial csv import 2021-12-17
,'737',Proviola,initial csv import 2021-12-17
,'738',Pseudocode,initial csv import 2021-12-17
,'739',PSPASES,initial csv import 2021-12-17
,'740',PSPLIB,initial csv import 2021-12-17
,'742',PSwarm,initial csv import 2021-12-17
,'743',Pueblo,initial csv import 2021-12-17
,'744',PyACTS,initial csv import 2021-12-17
,'745',PyGlobus,initial csv import 2021-12-17
,'746',PyPop,initial csv import 2021-12-17
,'747',PYTHIA,initial csv import 2021-12-17
,'748',PYTHIA-II,initial csv import 2021-12-17
,'749',PYTHON,initial csv import 2021-12-17
,'750',QADE,initial csv import 2021-12-17
,'751',QAPLIB,initial csv import 2021-12-17
,'752',QEPCAD,initial csv import 2021-12-17
,'753',QEPCAD B,initial csv import 2021-12-17
,'754',QMRPACK,initial csv import 2021-12-17
,'755',qMultiSum,initial csv import 2021-12-17
,'756',QOCA,initial csv import 2021-12-17
,'757',QPCOMP,initial csv import 2021-12-17
,'758',Qprop,initial csv import 2021-12-17
,'759',QRDChecker,initial csv import 2021-12-17
,'761',QSHEP2D,initial csv import 2021-12-17
,'762',QSHEP3D,initial csv import 2021-12-17
,'764',QUAFF,initial csv import 2021-12-17
,'765',QUALITY,initial csv import 2021-12-17
,'766',QuBE++,initial csv import 2021-12-17
,'768',Qucs,initial csv import 2021-12-17
,'769',QWalk,initial csv import 2021-12-17
,'770',qZeil,initial csv import 2021-12-17
,'771',R,initial csv import 2021-12-17
,'772',r2d2lri,initial csv import 2021-12-17
,'773',RAEEM,initial csv import 2021-12-17
,'774',RAGlib,initial csv import 2021-12-17
,'775',RANEXP,initial csv import 2021-12-17
,'776',RANKSEL,initial csv import 2021-12-17
,'777',ranlip,initial csv import 2021-12-17
,'778',RANLUX,initial csv import 2021-12-17
,'779',RATH,initial csv import 2021-12-17
,'780',RATS,initial csv import 2021-12-17
,'781',Razryad,initial csv import 2021-12-17
,'782',RBAC-PAT,initial csv import 2021-12-17
,'783',rbminer,initial csv import 2021-12-17
,'784',rbMIT,initial csv import 2021-12-17
,'785',RComp,initial csv import 2021-12-17
,'786',RCWA,initial csv import 2021-12-17
,'787',RDFG,initial csv import 2021-12-17
,'788',REACH,initial csv import 2021-12-17
,'789',REDUCE,initial csv import 2021-12-17
,'790',Refiner,initial csv import 2021-12-17
,'791',REGAL,initial csv import 2021-12-17
,'792',Regexpcount,initial csv import 2021-12-17
,'793',REGPAG,initial csv import 2021-12-17
,'794',RegStab,initial csv import 2021-12-17
,'795',REGTET,initial csv import 2021-12-17
,'796',RegularChains,initial csv import 2021-12-17
,'797',Regularization tools,initial csv import 2021-12-17
,'798',RelView,initial csv import 2021-12-17
,'799',REOS99,initial csv import 2021-12-17
,'800',REPSN,initial csv import 2021-12-17
,'801',Reveal,initial csv import 2021-12-17
,'802',revolve,initial csv import 2021-12-17
,'803',RFSFNS,initial csv import 2021-12-17
,'804',RICCIR,initial csv import 2021-12-17
,'805',Riegeom,initial csv import 2021-12-17
,'806',Risa/Asir,initial csv import 2021-12-17
,'807',RISKO,initial csv import 2021-12-17
,'808',RKC,initial csv import 2021-12-17
,'809',rksuite_90,initial csv import 2021-12-17
,'810',RladyBug,initial csv import 2021-12-17
,'811',ROBETH,initial csv import 2021-12-17
,'812',Romeo,initial csv import 2021-12-17
,'813',ROS3P,initial csv import 2021-12-17
,'814',RRtools,initial csv import 2021-12-17
,'815',RSL,initial csv import 2021-12-17
,'817',RTST++,initial csv import 2021-12-17
,'818',RunDec,initial csv import 2021-12-17
,'819',RVGEN,initial csv import 2021-12-17
,'820',RWPKV,initial csv import 2021-12-17
,'821',RWPM,initial csv import 2021-12-17
,'822',S4CAD,initial csv import 2021-12-17
,'823',SACLIB,initial csv import 2021-12-17
,'824',SaddleDrop,initial csv import 2021-12-17
,'825',SageMath,initial csv import 2021-12-17
,'826',SARAG,initial csv import 2021-12-17
,'827',Sawja,initial csv import 2021-12-17
,'828',SBSAT,initial csv import 2021-12-17
,'829',SCADE,initial csv import 2021-12-17
,'830',ScaLAPACK,initial csv import 2021-12-17
,'831',SCELib,initial csv import 2021-12-17
,'833',Schwarz-Christoffel,initial csv import 2021-12-17
,'834',Scilab,initial csv import 2021-12-17
,'835',Scilab Image Processing Toolbox,initial csv import 2021-12-17
,'836',SCOM,initial csv import 2021-12-17
,'837',SDELab,initial csv import 2021-12-17
,'838',SDPLIB,initial csv import 2021-12-17
,'839',SDpro,initial csv import 2021-12-17
,'840',Sdpsol,initial csv import 2021-12-17
,'842',SDSAT,initial csv import 2021-12-17
,'843',SeisSol,initial csv import 2021-12-17
,'844',Selforganize!,initial csv import 2021-12-17
,'845',SEMINT,initial csv import 2021-12-17
,'846',SENAC,initial csv import 2021-12-17
,'847',SENS,initial csv import 2021-12-17
,'848',SEPRAN,initial csv import 2021-12-17
,'849',SEQ.OPEN,initial csv import 2021-12-17
,'850',SEXI,initial csv import 2021-12-17
,'851',SFA,initial csv import 2021-12-17
,'852',SFCGen,initial csv import 2021-12-17
,'853',sgpviz,initial csv import 2021-12-17
,'854',Sheafhom 2.0,initial csv import 2021-12-17
,'855',SHEEP,initial csv import 2021-12-17
,'856',SICEDR,initial csv import 2021-12-17
,'858',SIGMA_,initial csv import 2021-12-17
,'859',SIGREF,initial csv import 2021-12-17
,'860',SIM2000,initial csv import 2021-12-17
,'861',SIMATH,initial csv import 2021-12-17
,'862',SIMLA,initial csv import 2021-12-17
,'863',simpA,initial csv import 2021-12-17
,'864',Simured,initial csv import 2021-12-17
,'865',SingSurf,initial csv import 2021-12-17
,'866',SINGULAR,initial csv import 2021-12-17
,'867',SINTEZ,initial csv import 2021-12-17
,'868',SIPAMPL,initial csv import 2021-12-17
,'869',SiPaViS,initial csv import 2021-12-17
,'870',SIR,initial csv import 2021-12-17
,'871',Skrybot,initial csv import 2021-12-17
,'872',Slavnov-Taylor,initial csv import 2021-12-17
,'873',SLCPM12,initial csv import 2021-12-17
,'874',SLDRIVER,initial csv import 2021-12-17
,'875',SLEPc,initial csv import 2021-12-17
,'876',SLEUTH,initial csv import 2021-12-17
,'877',SlideCont,initial csv import 2021-12-17
,'878',slimgb,initial csv import 2021-12-17
,'879',SLMQN,initial csv import 2021-12-17
,'880',SLTSTPAK,initial csv import 2021-12-17
,'881',SMBOpt,initial csv import 2021-12-17
,'882',SMMP,initial csv import 2021-12-17
,'883',SNAP,initial csv import 2021-12-17
,'884',SNDlib,initial csv import 2021-12-17
,'885',SODAS,initial csv import 2021-12-17
,'886',SOFA,initial csv import 2021-12-17
,'887',SOFT-CBR,initial csv import 2021-12-17
,'888',SOLAR,initial csv import 2021-12-17
,'889',Solvarics,initial csv import 2021-12-17
,'890',SOLVEBLOK,initial csv import 2021-12-17
,'891',Sostools,initial csv import 2021-12-17
,'892',SP,initial csv import 2021-12-17
,'893',SpaMod,initial csv import 2021-12-17
,'894',SPARSEM,initial csv import 2021-12-17
,'895',SPECFUN,initial csv import 2021-12-17
,'896',SPeeDI,initial csv import 2021-12-17
,'897',SPG,initial csv import 2021-12-17
,'898',SPHINX,initial csv import 2021-12-17
,'899',SPICElib,initial csv import 2021-12-17
,'900',SPiDER,initial csv import 2021-12-17
,'901',SPINSGA,initial csv import 2021-12-17
,'902',Spinterp,initial csv import 2021-12-17
,'903',SPIRAL,initial csv import 2021-12-17
,'904',SPRINT2D,initial csv import 2021-12-17
,'905',SPRNG,initial csv import 2021-12-17
,'906',SPVT,initial csv import 2021-12-17
,'907',SQG,initial csv import 2021-12-17
,'908',SRFPACK,initial csv import 2021-12-17
,'909',SSRFPACK,initial csv import 2021-12-17
,'910',STAPL,initial csv import 2021-12-17
,'911',STATCAT,initial csv import 2021-12-17
,'912',STATGRAPHICS,initial csv import 2021-12-17
,'913',STATISTICA,initial csv import 2021-12-17
,'914',Statool,initial csv import 2021-12-17
,'915',STEADY,initial csv import 2021-12-17
,'916',Steenrod,initial csv import 2021-12-17
,'917',STENMIN,initial csv import 2021-12-17
,'918',STRAMS,initial csv import 2021-12-17
,'919',STRFLO,initial csv import 2021-12-17
,'920',STRINGVACUA,initial csv import 2021-12-17
,'921',STRIPACK,initial csv import 2021-12-17
,'922',STRSCNE,initial csv import 2021-12-17
,'923',SUBSEXPL,initial csv import 2021-12-17
,'924',SumCracker,initial csv import 2021-12-17
,'925',SUMDES2D,initial csv import 2021-12-17
,'926',Sums over integral points of a polygon,initial csv import 2021-12-17
,'927',SUNDIALS,initial csv import 2021-12-17
,'928',SUPERCALC,initial csv import 2021-12-17
,'929',Superiso,initial csv import 2021-12-17
,'930',SuperLU,initial csv import 2021-12-17
,'931',Surfer,initial csv import 2021-12-17
,'932',Surveillance,initial csv import 2021-12-17
,'933',SuSpect,initial csv import 2021-12-17
,'934',SUSY,initial csv import 2021-12-17
,'935',SusyMath,initial csv import 2021-12-17
,'936',SymbMath,initial csv import 2021-12-17
,'937',SYMCD,initial csv import 2021-12-17
,'938',SymChaff,initial csv import 2021-12-17
,'939',SYMMETRICA,initial csv import 2021-12-17
,'940',SymPy,initial csv import 2021-12-17
,'941',SYNAPS,initial csv import 2021-12-17
,'942',SYNRAC,initial csv import 2021-12-17
,'943',Syntfil,initial csv import 2021-12-17
,'944',SYNTHESIS,initial csv import 2021-12-17
,'945',SyRePa '86,initial csv import 2021-12-17
,'946',TALP,initial csv import 2021-12-17
,'947',TAPAAL,initial csv import 2021-12-17
,'948',TARCER,initial csv import 2021-12-17
,'949',tascpl,initial csv import 2021-12-17
,'950',TaylUR,initial csv import 2021-12-17
,'951',T-BAPS,initial csv import 2021-12-17
,'952',TC2,initial csv import 2021-12-17
,'953',TeLoDe,initial csv import 2021-12-17
,'954',TELOS,initial csv import 2021-12-17
,'955',TENPACK,initial csv import 2021-12-17
,'956',TENSOLVE,initial csv import 2021-12-17
,'957',TESTAS,initial csv import 2021-12-17
,'958',TESTIMATE,initial csv import 2021-12-17
,'959',GNU Fortran,initial csv import 2021-12-17
,'960',Lambda Library C++,initial csv import 2021-12-17
,'961',Theorema,initial csv import 2021-12-17
,'962',TTL,initial csv import 2021-12-17
,'963',Tiamat,initial csv import 2021-12-17
,'964',TIERRAS,initial csv import 2021-12-17
,'965',TimeNET,initial csv import 2021-12-17
,'966',TimeNetManager,initial csv import 2021-12-17
,'967',TISEAN,initial csv import 2021-12-17
,'968',TkWinHOL,initial csv import 2021-12-17
,'969',tmLQCD,initial csv import 2021-12-17
,'970',TNPACK,initial csv import 2021-12-17
,'971',TOMP,initial csv import 2021-12-17
,'972',TopSpin,initial csv import 2021-12-17
,'973',TPS,initial csv import 2021-12-17
,'974',Traceband,initial csv import 2021-12-17
,'975',Transcriber,initial csv import 2021-12-17
,'976',TRANSYT,initial csv import 2021-12-17
,'977',TRELLIS,initial csv import 2021-12-17
,'978',TRIPACK,initial csv import 2021-12-17
,'979',tripleint.cc,initial csv import 2021-12-17
,'980',TSHEP2D,initial csv import 2021-12-17
,'981',TSIL,initial csv import 2021-12-17
,'982',TSPACK,initial csv import 2021-12-17
,'983',TSPLIB,initial csv import 2021-12-17
,'984',TSP-SOLVER,initial csv import 2021-12-17
,'985',tts,initial csv import 2021-12-17
,'986',TulaFale,initial csv import 2021-12-17
,'987',Tweezercalib,initial csv import 2021-12-17
,'988',UIMP,initial csv import 2021-12-17
,'989',UMFPACK,initial csv import 2021-12-17
,'990',UNCSAM,initial csv import 2021-12-17
,'991',UniCalc,initial csv import 2021-12-17
,'992',UNIPAR,initial csv import 2021-12-17
,'993',UnitWalk,initial csv import 2021-12-17
,'994',Valigator,initial csv import 2021-12-17
,'995',VFGEN,initial csv import 2021-12-17
,'996',Viper,initial csv import 2021-12-17
,'997',VisAll,initial csv import 2021-12-17
,'998',VisBench,initial csv import 2021-12-17
,'999',Visiplan,initial csv import 2021-12-17
,'1000',Vista,initial csv import 2021-12-17
,'1001',VizWear,initial csv import 2021-12-17
,'1002',VizzScheduler,initial csv import 2021-12-17
,'1003',VLUGR2,initial csv import 2021-12-17
,'1004',VLUGR3,initial csv import 2021-12-17
,'1005',VODE,initial csv import 2021-12-17
,'1006',VOLSCAT,initial csv import 2021-12-17
,'1007',VPI,initial csv import 2021-12-17
,'1008',VRPH,initial csv import 2021-12-17
,'1009',VTOP,initial csv import 2021-12-17
,'1010',Wannier90,initial csv import 2021-12-17
,'1011',WAPR,initial csv import 2021-12-17
,'1012',WavBox 4,initial csv import 2021-12-17
,'1013',WBase,initial csv import 2021-12-17
,'1014',WebAppLoader,initial csv import 2021-12-17
,'1015',WebClipper,initial csv import 2021-12-17
,'1016',WebDocBall,initial csv import 2021-12-17
,'1017',WebMark,initial csv import 2021-12-17
,'1018',Web-strabnet,initial csv import 2021-12-17
,'1019',wedderga,initial csv import 2021-12-17
,'1020',WILMAR,initial csv import 2021-12-17
,'1021',Workcraft,initial csv import 2021-12-17
,'1022',WSAT,initial csv import 2021-12-17
,'1023',XaoS,initial csv import 2021-12-17
,'1024',XERROR,initial csv import 2021-12-17
,'1025',Xeukleides,initial csv import 2021-12-17
,'1026',XFEM,initial csv import 2021-12-17
,'1027',XLOGLIN,initial csv import 2021-12-17
,'1028',X-prime,initial csv import 2021-12-17
,'1029',XSearch,initial csv import 2021-12-17
,'1030',XTOR-2F,initial csv import 2021-12-17
,'1031',YYY,initial csv import 2021-12-17
,'1032',Zchaff2004,initial csv import 2021-12-17
,'1033',ZEAL,initial csv import 2021-12-17
,'1034',ZEBEC,initial csv import 2021-12-17
,'1035',Zebra,initial csv import 2021-12-17
,'1036',ZFITTER,initial csv import 2021-12-17
,'1037',Zing,initial csv import 2021-12-17
,'1038',ZRAM,initial csv import 2021-12-17
,'1039',chiProf-SDL,initial csv import 2021-12-17
,'1040',Corrigenda,initial csv import 2021-12-17
